key_titulo	titulo_en	key_descripcion	descripcion_en
mgClovus_opensalvage_title_001	In the Wake of Disaster	mgClovus_opensalvage_desc_001	Fortune has shined upon us once again. I’ve just learned of a battle near ~mission(Location) that’s just transpired far from the prying eyes of any meddlesome comm arrays, and reinforcements from either of the forces involved have yet to be dispatched. This means that there is a window of opportunity for an enterprising soul to pick the graveyard clean.\n \nI’d like to extend this opportunity to all my trusted contacts. Any and all interested parties can have the location… for the right price. Coordinates will be provided once you accept the contract and will remain available until you choose to terminate it.\n\nOf course, speed will be of the essence as you will not only face potential competition from other salvagers, but also the looming possibility of reinforcements arriving to survey the battlefield. \n\nIf you’re still hesitating, just remember, fortune favors the bold.\n\n-cd 
mtps_bounty_fps_title_001	Active Bounty: ~mission(TargetName) (MRT)	mtps_bounty_fps_UGF_nocivs_desc_001	ABOUT THE JOB\nmicroTech Protection Services is looking for a qualified bounty hunter to assist in the apprehension of ~mission(TargetName) from ~mission(Location|Address). We are aware that there may be civilians on site, so please be mindful of possible crossfire.\n\nRESPONSIBILITIES\n• Provide own transportation to ~mission(Location|Address).\n• Neutralize ~mission(TargetName); using force as necessary.\n• Ensure no civilian casualties.\n\nMINIMUM QUALIFICATIONS\n• Bounty Hunters Guild membership and appropriate certification.\n• Access to combat equipment and mode of transport.\n• Available for immediate deployment.\n\nPREFERRED QUALIFICATIONS\n• Ability to handle high pressure situations.\n
mtps_bounty_fps_title_first_001	Active Bounty Evaluation 	mtps_bounty_fps_desc_first_001	ABOUT THE JOB\nmicroTech Protection Services is in need of new qualified bounty hunters to expand our existing roster. To evaluate your skills, we would like you to assist us in the apprehension of ~mission(TargetName) from ~mission(Location|Address).\n\nWhile there will be other criminals at the site, your main focus should be on completing the bounty.\n\nRESPONSIBILITIES\n• Provide own transportation to ~mission(Location|Address).\n• Neutralize ~mission(TargetName); using force as necessary.\n\nMINIMUM QUALIFICATIONS\n• Bounty Hunters Guild membership and appropriate certification.\n• Access to combat equipment and mode of transport.\n• Available for immediate deployment.\n\nPREFERRED QUALIFICATIONS\n• Ability to handle high pressure situations.\n
mtps_bounty_fps_title_rehire_001	Active Bounty Reevaluation 	mtps_bounty_fps_desc_rehire_001	ABOUT THE JOB\nWhile your past performance has not been to our standards, microTech Protection Services has decided to offer you a chance to redeem yourself. \n\nTo reevaluate your skills, we would like you to apprehend ~mission(TargetName) from ~mission(Location|Address).\n\nWhile there will be other criminals at the site, your main focus should be on completing the bounty.\n\nRESPONSIBILITIES\n• Provide own transportation to ~mission(Location|Address).\n• Neutralize ~mission(TargetName); using force as necessary.\n\nMINIMUM QUALIFICATIONS\n• Bounty Hunters Guild membership and appropriate certification.\n• Access to combat equipment and mode of transport.\n• Available for immediate deployment.\n\nPREFERRED QUALIFICATIONS\n• Ability to handle high pressure situations.\n
mtps_bounty_title_ERT	Active Bounty: ~mission(TargetName) (ERT)	mtps_bounty_desc_ERT	ABOUT THE JOB\nmicroTech Protection Services is looking for a qualified bounty hunter to apprehend the extreme-risk target ~mission(TargetName) from ~mission(Location|Address). \n\nAn extreme-risk target typically pilots a sub-capital class vessel, has several heavily-armed allies, and is expected to be very difficult to apprehend. It may be useful to bring along support staff to assist with engaging this target.\n\nRESPONSIBILITIES\n• Provide own transportation to ~mission(Location|Address).\n• Neutralize ~mission(TargetName); using force as necessary.\n\nMINIMUM QUALIFICATIONS\n• Bounty Hunters Guild membership and appropriate certification.\n• Access to vehicle suitably outfitted for combat.\n• Available for immediate deployment.\n\nPREFERRED QUALIFICATIONS\n• Ability to handle high pressure situations.\n
mtps_bounty_title_HRT	Active Bounty: ~mission(TargetName) (HRT)	mtps_bounty_desc_HRT	ABOUT THE JOB\nmicroTech Protection Services is looking for a qualified bounty hunter to apprehend the high-risk target ~mission(TargetName) from ~mission(Location|Address). \n\nA high-risk target typically pilots a large multicrew vessel, has several known allies, and is expected to be difficult to apprehend. It may be useful to bring along support staff to assist with engaging this target.\n\nRESPONSIBILITIES\n• Provide own transportation to ~mission(Location|Address).\n• Neutralize ~mission(TargetName); using force as necessary.\n\nMINIMUM QUALIFICATIONS\n• Bounty Hunters Guild membership and appropriate certification.\n• Access to vehicle suitably outfitted for combat.\n• Available for immediate deployment.\n\nPREFERRED QUALIFICATIONS\n• Ability to handle high pressure situations.\n
mtps_bounty_title_intro	Active Bounty Evaluation	mtps_bounty_desc_intro	ABOUT THE JOB\nmicroTech Protection Services is in need of new qualified bounty hunters to expand our existing roster. To evaluate your skills, we would like you to assist us in the apprehension of ~mission(TargetName) from ~mission(Location|Address).\n\n\nRESPONSIBILITIES\n• Provide own transportation to ~mission(Location|Address).\n• Neutralize ~mission(TargetName); using force as necessary.\n\nMINIMUM QUALIFICATIONS\n• Bounty Hunters Guild membership and appropriate certification.\n• Access to vehicle suitably outfitted for combat.\n• Available for immediate deployment.\n\nPREFERRED QUALIFICATIONS\n• Ability to handle high pressure situations.\n
mtps_bounty_title_LRT	Active Bounty: ~mission(TargetName) (LRT)	mtps_bounty_desc_LRT	ABOUT THE JOB\nmicroTech Protection Services is looking for a qualified bounty hunter to apprehend the low-risk target ~mission(TargetName) from ~mission(Location|Address). \n\nA low-risk target typically pilots a single seater craft, has several known allies, and should be straightforward to apprehend.\n\nRESPONSIBILITIES\n• Provide own transportation to ~mission(Location|Address).\n• Neutralize ~mission(TargetName); using force as necessary.\n\nMINIMUM QUALIFICATIONS\n• Bounty Hunters Guild membership and appropriate certification.\n• Access to vehicle suitably outfitted for combat.\n• Available for immediate deployment.\n\nPREFERRED QUALIFICATIONS\n• Ability to handle high pressure situations.\n
mtps_bounty_title_MRT	Active Bounty: ~mission(TargetName) (MRT)	mtps_bounty_desc_MRT	ABOUT THE JOB\nmicroTech Protection Services is looking for a qualified bounty hunter to apprehend the moderate-risk target ~mission(TargetName) from ~mission(Location|Address). \n\nA moderate-risk target typically pilots a small multicrew vessel, has several known allies, and may be slightly difficult to apprehend.\n\nRESPONSIBILITIES\n• Provide own transportation to ~mission(Location|Address).\n• Neutralize ~mission(TargetName); using force as necessary.\n\nMINIMUM QUALIFICATIONS\n• Bounty Hunters Guild membership and appropriate certification.\n• Access to vehicle suitably outfitted for combat.\n• Available for immediate deployment.\n\nPREFERRED QUALIFICATIONS\n• Ability to handle high pressure situations.\n
mtps_bounty_title_rehire	Bounty Apprehension Reevaluation	mtps_bounty_desc_rehire	ABOUT THE JOB\nWhile your past performance has not been to our standards, microTech Protection Services has decided to offer you a chance to redeem yourself. \n\nTo reevaluate your skills, we would like you to apprehend ~mission(TargetName) from ~mission(Location|Address).\n\nRESPONSIBILITIES\n• Provide own transportation to ~mission(Location|Address).\n• Neutralize ~mission(TargetName); using force as necessary.\n\nMINIMUM QUALIFICATIONS\n• Bounty Hunters Guild membership and appropriate certification.\n• Access to vehicle suitably outfitted for combat.\n• Available for immediate deployment.\n\nPREFERRED QUALIFICATIONS\n• Ability to handle high pressure situations.\n
mtps_bounty_title_VLRT	Active Bounty: ~mission(TargetName) (VLRT)	mtps_bounty_desc_VLRT	ABOUT THE JOB\nmicroTech Protection Services is looking for a qualified bounty hunter to apprehend the very low-risk target ~mission(TargetName) from ~mission(Location|Address). \n\nA very low-risk target typically pilots a single seater craft, has few known allies, and should be relatively easy to apprehend.\n\nRESPONSIBILITIES\n• Provide own transportation to ~mission(Location|Address).\n• Neutralize ~mission(TargetName); using force as necessary.\n\nMINIMUM QUALIFICATIONS\n• Bounty Hunters Guild membership and appropriate certification.\n• Access to vehicle suitably outfitted for combat.\n• Available for immediate deployment.\n\nPREFERRED QUALIFICATIONS\n• Ability to handle high pressure situations.\n
MTPS_eliminateall_dc_title_001	Remove Hostile Force	MTPS_eliminateall_dc_desc_001	ABOUT THE JOB\nmicroTech Protection Services is looking for a detail-oriented mercenary professional who can quickly and safely assist us in the complete removal of the outlaw group who have temporarily gained control of the ~mission(Location) at ~mission(Location|Address).\n\nRESPONSIBILITIES\n• Provide own transportation to ~mission(Location|Address).\n• Remove all members of the hostile outlaw force; using force as necessary. \n\nMINIMUM QUALIFICATIONS\n• 2 years of combined mercenary and security experience.\n• Access to combat equipment and mode of transport.\n• Available for immediate deployment.\n\nPREFERRED QUALIFICATIONS\n• Experience with rapid hostility de-escalation techniques.\n
